"card_id","card_name","set_id","price_euros","rarity","artist"
"swsh7-20","Victini","swsh7",0.23,"Rare Holo","Teeziro"
"swsh7-204","Leafeon VMAX","swsh7",22.38,"Rare Rainbow","PLANETA Tsuji"
"swsh7-205","Leafeon VMAX","swsh7",178.47,"Rare Rainbow","HYOGONOSUKE"
"swsh7-206","Trevenant VMAX","swsh7",8.91,"Rare Rainbow","MUGENUP"
"swsh7-207","Gyarados VMAX","swsh7",21.49,"Rare Rainbow","Shin Nagasawa"
"swsh7-208","Glaceon VMAX","swsh7",22.09,"Rare Rainbow","PLANETA Tsuji"
"swsh7-209","Glaceon VMAX","swsh7",180.39,"Rare Rainbow","kirisAki"
"swsh7-21","Volcarona V","swsh7",1.07,"Rare Holo V","kawayoo"
"swsh7-210","Dracozolt VMAX","swsh7",6.13,"Rare Rainbow","5ban Graphics"
"swsh7-211","Sylveon VMAX","swsh7",23.69,"Rare Rainbow","Ryota Murayama"
"swsh7-212","Sylveon VMAX","swsh7",144.95,"Rare Rainbow","Taira Akitsu"
"swsh7-213","Lycanroc VMAX","swsh7",6.91,"Rare Rainbow","Mitsuhiro Arita"
"swsh7-214","Umbreon VMAX","swsh7",40.86,"Rare Rainbow","AKIRA EGAWA"
"swsh7-215","Umbreon VMAX","swsh7",632.44,"Rare Rainbow","KEIICHIRO ITO"
"swsh7-216","Garbodor VMAX","swsh7",6.82,"Rare Rainbow","5ban Graphics"
"swsh7-217","Rayquaza VMAX","swsh7",43.59,"Rare Rainbow","PLANETA Mochizuki"
"swsh7-218","Rayquaza VMAX","swsh7",320.87,"Rare Rainbow","Anesaki Dynamic"
"swsh7-219","Duraludon VMAX","swsh7",10.09,"Rare Rainbow","PLANETA Mochizuki"
"swsh7-220","Duraludon VMAX","swsh7",23.83,"Rare Rainbow","Saki Hayashiro"
"swsh7-226","Froslass","swsh7",9.64,"Rare Secret","Studio Bora Inc."
"swsh7-227","Inteleon","swsh7",10.46,"Rare Secret","Saki Hayashiro"
"swsh7-228","Cresselia","swsh7",13.95,"Rare Secret","Toyste Beach"
"swsh7-28","Gyarados V","swsh7",1.49,"Rare Holo V","PLANETA Tsuji"
"swsh7-29","Gyarados VMAX","swsh7",3.79,"Rare Holo VMAX","Shin Nagasawa"
"swsh7-30","Vaporeon VMAX","swsh7",4.25,"Rare Holo VMAX","5ban Graphics"
"swsh7-31","Suicune V","swsh7",1.47,"Rare Holo V","Ayaka Yoshida"
"swsh7-34","Ludicolo","swsh7",0.23,"Rare Holo","sowsow"
"swsh7-36","Sharpedo","swsh7",0.07,"Rare","Kazuma Koda"
"swsh7-38","Milotic","swsh7",0.1,"Rare","sui"
"swsh7-4","Jumpluff","swsh7",0.21,"Rare Holo","Tika Matsuno"
"swsh7-40","Glaceon V","swsh7",1.22,"Rare Holo V","5ban Graphics"
"swsh7-41","Glaceon VMAX","swsh7",3.15,"Rare Holo VMAX","PLANETA Tsuji"
"swsh7-46","Wishiwashi","swsh7",0.07,"Rare","Teeziro"
"swsh7-48","Arctovish V","swsh7",0.84,"Rare Holo V","Eske Yoshinob"
"swsh7-50","Raichu","swsh7",0.32,"Rare Holo","Mitsuhiro Arita"
"swsh7-51","Jolteon VMAX","swsh7",4.7,"Rare Holo VMAX","5ban Graphics"
"swsh7-56","Ampharos","swsh7",0.08,"Rare","Saya Tsuruta"
"swsh7-58","Dracozolt V","swsh7",0.92,"Rare Holo V","Ryota Murayama"
"swsh7-59","Dracozolt VMAX","swsh7",1.58,"Rare Holo VMAX","5ban Graphics"
"swsh7-6","Tropius","swsh7",0.05,"Rare","Oswaldo KATO"
"swsh7-60","Regieleki","swsh7",0.17,"Rare Holo","Shin Nagasawa"
"swsh7-63","Galarian Articuno","swsh7",0.24,"Rare Holo","Kagemaru Himeno"
"swsh7-64","Espeon V","swsh7",1.38,"Rare Holo V","5ban Graphics"
"swsh7-65","Espeon VMAX","swsh7",6.23,"Rare Holo VMAX","5ban Graphics"
"swsh7-7","Leafeon V","swsh7",1.31,"Rare Holo V","5ban Graphics"
"swsh7-70","Golurk V","swsh7",0.8,"Rare Holo V","Eske Yoshinob"
"swsh7-73","Florges","swsh7",0.22,"Rare Holo","Kagemaru Himeno"
"swsh7-74","Sylveon V","swsh7",1.47,"Rare Holo V","aky CG Works"
"swsh7-75","Sylveon VMAX","swsh7",3.56,"Rare Holo VMAX","Ryota Murayama"
"swsh7-77","Gourgeist","swsh7",0.06,"Rare","Megumi Higuchi"
"swsh7-8","Leafeon VMAX","swsh7",3.56,"Rare Holo VMAX","PLANETA Tsuji"
"swsh7-80","Marshadow","swsh7",0.24,"Rare Holo","Yuya Oka"
"swsh7-82","Galarian Zapdos","swsh7",0.25,"Rare Holo","kodama"
"swsh7-83","Medicham V","swsh7",1.05,"Rare Holo V","Satoshi Shirai"
"swsh7-88","Gigalith","swsh7",0.08,"Rare","Masakazu Fukuda"
"swsh7-90","Seismitoad","swsh7",0.05,"Rare","Pani Kobayashi"
"swsh7-91","Lycanroc V","swsh7",1.09,"Rare Holo V","PLANETA Tsuji"
"swsh7-92","Lycanroc VMAX","swsh7",1.7,"Rare Holo VMAX","Mitsuhiro Arita"
"swsh7-93","Galarian Moltres","swsh7",0.32,"Rare Holo","Kazuma Koda"
"swsh7-94","Umbreon V","swsh7",1.82,"Rare Holo V","5ban Graphics"
"swsh7-95","Umbreon VMAX","swsh7",7.79,"Rare Holo VMAX","AKIRA EGAWA"
"swsh7-97","Shiftry","swsh7",0.07,"Rare","Masakazu Fukuda"
"swsh8-101","Vikavolt","swsh8",0.1,"Rare","nagimiso"
"swsh8-102","Zeraora","swsh8",0.1,"Rare","Teeziro"
"swsh8-103","Boltund V","swsh8",0.81,"Rare Holo V","Shin Nagasawa"
"swsh8-104","Boltund VMAX","swsh8",1.48,"Rare Holo VMAX","PLANETA Tsuji"
"swsh8-107","Toxtricity","swsh8",0.18,"Rare Holo","Ryuta Fuse"
"swsh8-108","Toxtricity","swsh8",0.18,"Rare Holo","nagimiso"
"swsh8-11","Leavanny","swsh8",0.15,"Rare","kodama"
"swsh8-113","Mew V","swsh8",1.09,"Rare Holo V","Mitsuhiro Arita"
"swsh8-114","Mew VMAX","swsh8",3.03,"Rare Holo VMAX","5ban Graphics"
"swsh8-116","Granbull","swsh8",0.13,"Rare","Akira Komayama"
"swsh8-118","Galarian Cursola","swsh8",0.1,"Rare","Misa Tsutsui"
"swsh8-12","Maractus","swsh8",0.09,"Rare","0313"
"swsh8-120","Deoxys","swsh8",0.2,"Rare Holo","Kouki Saitou"
"swsh8-124","Meloetta","swsh8",0.11,"Rare","kirisAki"
"swsh8-126","Palossand","swsh8",0.07,"Rare","Shibuzoh."
"swsh8-130","Dragapult","swsh8",0.19,"Rare Holo","Souichirou Gunjima"
"swsh8-137","Golem","swsh8",0.13,"Rare","KEIICHIRO ITO"
"swsh8-139","Steelix","swsh8",0.25,"Rare Holo","Ryuta Fuse"
"swsh8-14","Accelgor","swsh8",0.1,"Rare","nagimiso"
"swsh8-145","Claydol","swsh8",0.1,"Rare","Akira Komayama"
"swsh8-146","Lucario V","swsh8",1.21,"Rare Holo V","aky CG Works"
"swsh8-148","Landorus","swsh8",0.14,"Rare Holo","NC Empire"
"swsh8-15","Virizion","swsh8",0.1,"Rare","Kagemaru Himeno"
"swsh8-156","Gengar V","swsh8",2.37,"Rare Holo V","5ban Graphics"
"swsh8-157","Gengar VMAX","swsh8",8.84,"Rare Holo VMAX","5ban Graphics"
"swsh8-158","Tyranitar V","swsh8",1.1,"Rare Holo V","5ban Graphics"
"swsh8-161","Galarian Obstagoon","swsh8",0.23,"Rare Holo","kodama"
"swsh8-164","Absol","swsh8",0.11,"Rare","Eri Yamaki"
"swsh8-166","Toxicroak","swsh8",0.09,"Rare","Masakazu Fukuda"
"swsh8-175","Yveltal","swsh8",0.15,"Rare","kawayoo"
"swsh8-178","Grimmsnarl","swsh8",0.21,"Rare Holo","kawayoo"
"swsh8-185","Genesect V","swsh8",0.82,"Rare Holo V","PLANETA Tsuji"
"swsh8-189","Melmetal","swsh8",0.16,"Rare Holo","Hasuno"
"swsh8-190","Corviknight","swsh8",0.1,"Rare","Ryuta Fuse"
"swsh8-193","Latias","swsh8",0.15,"Rare","Yuu Nishida"
"swsh8-194","Latios","swsh8",0.14,"Rare","hatachu"
"swsh8-197","Goodra","swsh8",0.1,"Rare","Nagomi Nijo"
"swsh8-20","Araquanid","swsh8",0.11,"Rare","KIYOTAKA OSHIYAMA"
"swsh8-201","Dodrio V","swsh8",0.82,"Rare Holo V","5ban Graphics"
"swsh8-203","Blissey","swsh8",0.11,"Rare","Mizue"
"swsh8-204","Kangaskhan","swsh8",0.11,"Rare","Souichirou Gunjima"
"swsh8-21","Tsareena V","swsh8",0.78,"Rare Holo V","PLANETA Mochizuki"
"swsh8-217","Greedent V","swsh8",0.72,"Rare Holo V","PLANETA Yamashita"
"swsh8-218","Greedent VMAX","swsh8",1.15,"Rare Holo VMAX","PLANETA Mochizuki"
"swsh8-22","Rillaboom V","swsh8",0.78,"Rare Holo V","5ban Graphics"
"swsh8-23","Rillaboom VMAX","swsh8",1.5,"Rare Holo VMAX","5ban Graphics"
"swsh8-245","Celebi V","swsh8",41.44,"Rare Ultra","Teeziro"
"swsh8-246","Tsareena V","swsh8",1.7,"Rare Ultra","PLANETA Mochizuki"
"swsh8-247","Chandelure V","swsh8",2.59,"Rare Ultra","Saki Hayashiro"
"swsh8-248","Crabominable V","swsh8",1.98,"Rare Ultra","MUGENUP"
"swsh8-249","Boltund V","swsh8",2.07,"Rare Ultra","Eske Yoshinob"
"swsh8-250","Mew V","swsh8",12.54,"Rare Ultra","aky CG Works"
"swsh8-251","Mew V","swsh8",46.35,"Rare Ultra","Naoki Saito"
"swsh8-252","Sandaconda V","swsh8",6.41,"Rare Ultra","Narumi Sato"
"swsh8-253","Hoopa V","swsh8",2.17,"Rare Ultra","takuyoa"
"swsh8-254","Genesect V","swsh8",5.09,"Rare Ultra","PLANETA Tsuji"
"swsh8-255","Genesect V","swsh8",16.56,"Rare Ultra","Akira Komayama"
"swsh8-256","Greedent V","swsh8",2.91,"Rare Ultra","PLANETA Mochizuki"
"swsh8-257","Greedent V","swsh8",11.32,"Rare Ultra","Saya Tsuruta"
"swsh8-26","Appletun V","swsh8",0.74,"Rare Holo V","aky CG Works"
"swsh8-265","Chandelure VMAX","swsh8",7.53,"Rare Rainbow","AKIRA EGAWA"
"swsh8-266","Inteleon VMAX","swsh8",31.57,"Rare Rainbow","Kazuma Koda"
"swsh8-267","Boltund VMAX","swsh8",8.02,"Rare Rainbow","PLANETA Tsuji"
"swsh8-268","Mew VMAX","swsh8",47,"Rare Rainbow","5ban Graphics"
"swsh8-269","Mew VMAX","swsh8",77.67,"Rare Rainbow","AKIRA EGAWA"
"swsh8-270","Espeon VMAX","swsh8",206.03,"Rare Rainbow","Kouki Saitou"
"swsh8-271","Gengar VMAX","swsh8",327.63,"Rare Rainbow","sowsow"
"swsh8-272","Greedent VMAX","swsh8",7.84,"Rare Rainbow","PLANETA Mochizuki"
"swsh8-280","Flaaffy","swsh8",6.25,"Rare Secret","Studio Bora Inc."
"swsh8-3","Butterfree","swsh8",0.23,"Rare Holo","ryoma uratsuka"
"swsh8-33","Arcanine","swsh8",0.18,"Rare","Yuu Nishida"
"swsh8-39","Chandelure V","swsh8",0.73,"Rare Holo V","Saki Hayashiro"
"swsh8-40","Chandelure VMAX","swsh8",1.7,"Rare Holo VMAX","AKIRA EGAWA"
"swsh8-42","Oricorio","swsh8",0.08,"Rare","Oswaldo KATO"
"swsh8-43","Cinderace V","swsh8",0.84,"Rare Holo V","5ban Graphics"
"swsh8-44","Cinderace V","swsh8",0.86,"Rare Holo V","aky CG Works"
"swsh8-45","Cinderace VMAX","swsh8",1.89,"Rare Holo VMAX","5ban Graphics"
"swsh8-48","Centiskorch","swsh8",0.1,"Rare","Hasuno"
"swsh8-51","Cloyster","swsh8",0.12,"Rare","nagimiso"
"swsh8-53","Starmie","swsh8",0.19,"Rare Holo","Megumi Mizutani"
"swsh8-57","Feraligatr","swsh8",0.27,"Rare Holo","Anesaki Dynamic"
"swsh8-59","Azumarill","swsh8",0.12,"Rare","Sanosuke Sakuma"
"swsh8-6","Breloom V","swsh8",0.77,"Rare Holo V","PLANETA Mochizuki"
"swsh8-64","Swampert","swsh8",0.22,"Rare Holo","Masakazu Fukuda"
"swsh8-66","Huntail","swsh8",0.11,"Rare","otumami"
"swsh8-67","Gorebyss","swsh8",0.1,"Rare","Misa Tsutsui"
"swsh8-73","Greninja V","swsh8",1.21,"Rare Holo V","5ban Graphics"
"swsh8-76","Crabominable V","swsh8",0.92,"Rare Holo V","MUGENUP"
"swsh8-78","Inteleon V","swsh8",1.01,"Rare Holo V","5ban Graphics"
"swsh8-79","Inteleon VMAX","swsh8",2.32,"Rare Holo VMAX","5ban Graphics"
"swsh8-86","Pikachu V","swsh8",1.24,"Rare Holo V","5ban Graphics"
"swsh8-88","Electrode","swsh8",0.25,"Rare","Kouki Saitou"
"swsh8-93","Luxray","swsh8",0.11,"Rare","Atsushi Furusawa"
"swsh8-97","Eelektross","swsh8",0.09,"Rare","OKACHEKE"
"swsh9-10","Wormadam","swsh9",0.08,"Rare","Yuka Morii"
"swsh9-100","Heatran","swsh9",0.09,"Rare","Yuya Oka"
"swsh9-101","Escavalier","swsh9",0.07,"Rare","Nurikabe"
"swsh9-104","Klinklang","swsh9",0.07,"Rare","Megumi Higuchi"
"swsh9-105","Zamazenta V","swsh9",1.07,"Rare Holo V","PLANETA Mochizuki"
"swsh9-106","Flygon V","swsh9",0.81,"Rare Holo V","PLANETA Mochizuki"
"swsh9-109","Garchomp","swsh9",0.24,"Rare Holo","Nurikabe"
"swsh9-11","Mothim","swsh9",0.06,"Rare","Akira Komayama"
"swsh9-112","Haxorus","swsh9",0.08,"Rare","Uta"
"swsh9-113","Druddigon","swsh9",0.07,"Rare","Ryo Ueda"
"swsh9-114","Dracovish V","swsh9",0.91,"Rare Holo V","Satoshi Shirai"
"swsh9-119","Staraptor","swsh9",0.09,"Rare","Narumi Sato"
"swsh9-121","Bibarel","swsh9",0.65,"Rare Holo","OKACHEKE"
"swsh9-122","Arceus V","swsh9",15.1,"Rare Holo V","N-DESIGN Inc."
"swsh9-123","Arceus VSTAR","swsh9",8.45,"Rare Holo VSTAR","5ban Graphics"
"swsh9-126","Tornadus","swsh9",0.08,"Rare","Shigenori Negishi"
"swsh9-128","Drampa V","swsh9",0.8,"Rare Holo V","aky CG Works"
"swsh9-13","Shaymin V","swsh9",0.95,"Rare Holo V","Satoshi Shirai"
"swsh9-14","Shaymin VSTAR","swsh9",1.32,"Rare Holo VSTAR","5ban Graphics"
"swsh9-152","Shaymin V","swsh9",2.45,"Rare Ultra","Eske Yoshinob"
"swsh9-153","Charizard V","swsh9",25.23,"Rare Ultra","N-DESIGN Inc."
"swsh9-154","Charizard V","swsh9",146.3,"Rare Ultra","Ryota Murayama"
"swsh9-155","Lumineon V","swsh9",5.63,"Rare Ultra","takuyoa"
"swsh9-156","Lumineon V","swsh9",19.62,"Rare Ultra","Ligton"
"swsh9-157","Pikachu V","swsh9",9.95,"Rare Ultra","5ban Graphics"
"swsh9-158","Raichu V","swsh9",5.65,"Rare Ultra","MUGENUP"
"swsh9-159","Granbull V","swsh9",1.85,"Rare Ultra","Ayaka Yoshida"
"swsh9-16","Zarude V","swsh9",0.85,"Rare Holo V","5ban Graphics"
"swsh9-160","Whimsicott V","swsh9",2.04,"Rare Ultra","Saki Hayashiro"
"swsh9-161","Honchkrow V","swsh9",2.02,"Rare Ultra","PLANETA Mochizuki"
"swsh9-162","Honchkrow V","swsh9",10.91,"Rare Ultra","zig"
"swsh9-163","Zamazenta V","swsh9",2.97,"Rare Ultra","Ayaka Yoshida"
"swsh9-164","Flygon V","swsh9",2.47,"Rare Ultra","PLANETA Mochizuki"
"swsh9-165","Arceus V","swsh9",8.88,"Rare Ultra","N-DESIGN Inc."
"swsh9-166","Arceus V","swsh9",35.29,"Rare Ultra","kawayoo"
"swsh9-17","Charizard V","swsh9",3.24,"Rare Holo V","N-DESIGN Inc."
"swsh9-173","Shaymin VSTAR","swsh9",4.83,"Rare Rainbow","5ban Graphics"
"swsh9-174","Charizard VSTAR","swsh9",54.59,"Rare Rainbow","5ban Graphics"
"swsh9-175","Whimsicott VSTAR","swsh9",4.75,"Rare Rainbow","5ban Graphics"
"swsh9-176","Arceus VSTAR","swsh9",12.59,"Rare Rainbow","5ban Graphics"
"swsh9-18","Charizard VSTAR","swsh9",0,"Rare Holo VSTAR","5ban Graphics"
"swsh9-181","Galarian Articuno V","swsh9",15.46,"Rare Secret","5ban Graphics"
"swsh9-182","Galarian Zapdos V","swsh9",14.89,"Rare Secret","5ban Graphics"
"swsh9-183","Galarian Moltres V","swsh9",15.37,"Rare Secret","akyCG Works"
"swsh9-184","Arceus VSTAR","swsh9",14.4,"Rare Secret","5ban Graphics"
"swsh9-20","Magmortar","swsh9",0.1,"Rare","AKIRA EGAWA"
"swsh9-21","Moltres","swsh9",0.25,"Rare Holo","otumami"
"swsh9-22","Entei V","swsh9",3.66,"Rare Holo V","PLANETA Mochizuki"
"swsh9-26","Infernape","swsh9",0.29,"Rare Holo","Anesaki Dynamic"
"swsh9-27","Simisear V","swsh9",0.76,"Rare Holo V","5ban Graphics"
"swsh9-28","Kingler V","swsh9",1.02,"Rare Holo V","PLANETA Mochizuki"
"swsh9-29","Kingler VMAX","swsh9",1.78,"Rare Holo VMAX","5ban Graphics"
"swsh9-31","Lapras","swsh9",0.07,"Rare","Teeziro"
"swsh9-37","Empoleon","swsh9",0.22,"Rare Holo","Kouki Saitou"
"swsh9-4","Breloom","swsh9",0.1,"Rare","Sekio"
"swsh9-40","Lumineon V","swsh9",2.83,"Rare Holo V","takuyoa"
"swsh9-41","Manaphy","swsh9",0.78,"Rare","HYOGONOSUKE"
"swsh9-44","Eiscue","swsh9",0.09,"Rare","nagimiso"
"swsh9-45","Raichu V","swsh9",2.97,"Rare Holo V","MUGENUP"
"swsh9-47","Electivire","swsh9",0.13,"Rare","AKIRA EGAWA"
"swsh9-48","Raikou V","swsh9",5.53,"Rare Holo V","PLANETA Mochizuki"
"swsh9-51","Luxray","swsh9",0.09,"Rare","Ayaka Yoshida"
"swsh9-54","Clefable","swsh9",0.07,"Rare","Mizue"
"swsh9-56","Mewtwo","swsh9",0.19,"Rare","Anesaki Dynamic"
"swsh9-57","Granbull V","swsh9",0.81,"Rare Holo V","PLANETA Mochizuki"
"swsh9-62","Dusknoir","swsh9",0.13,"Rare Holo","otumami"
"swsh9-64","Whimsicott V","swsh9",0.84,"Rare Holo V","Saki Hayashiro"
"swsh9-65","Whimsicott VSTAR","swsh9",1.36,"Rare Holo VSTAR","5ban Graphics"
"swsh9-68","Mimikyu V","swsh9",0.95,"Rare Holo V","Eske Yoshinob"
"swsh9-69","Mimikyu VMAX","swsh9",1.6,"Rare Holo VMAX","Studio Bora Inc."
"swsh9-71","Alcremie","swsh9",0.06,"Rare","sowsow"
"swsh9-76","Flygon","swsh9",0.08,"Rare","Shin Nagasawa"
"swsh9-77","Wormadam","swsh9",0.08,"Rare","Lee HyunJung"
"swsh9-79","Lucario","swsh9",0.19,"Rare Holo","GIDORA"
"swsh9-8","Torterra","swsh9",0.31,"Rare Holo","Oswaldo KATO"
"swsh9-83","Golurk","swsh9",0.09,"Rare","Aya Kusube"
"swsh9-85","Muk","swsh9",0.05,"Rare","Scav"
"swsh9-88","Honchkrow V","swsh9",0.82,"Rare Holo V","PLANETA Mochizuki"
"swsh9-91","Liepard","swsh9",0.1,"Rare","AKIRA EGAWA"
"swsh9-94","Grimmsnarl","swsh9",0.1,"Rare","DOM"
"swsh9-95","Morpeko V","swsh9",0.91,"Rare Holo V","PLANETA Mochizuki"
"swsh9-96","Aggron V","swsh9",1.05,"Rare Holo V","PLANETA Mochizuki"
"swsh9-97","Aggron VMAX","swsh9",1.64,"Rare Holo VMAX","5ban Graphics"
"swsh9-98","Wormadam","swsh9",0.07,"Rare","Ryo Ueda"
"swsh9tg-TG01","Flareon","swsh9tg",3.3,"Trainer Gallery Rare Holo","You Iribi"
"swsh9tg-TG02","Vaporeon","swsh9tg",3.74,"Trainer Gallery Rare Holo","Jiro Sasumo"
"swsh9tg-TG03","Octillery","swsh9tg",1.02,"Trainer Gallery Rare Holo","Shinya Komatsu"
"swsh9tg-TG04","Jolteon","swsh9tg",2.76,"Trainer Gallery Rare Holo","DOM"
"swsh9tg-TG05","Zekrom","swsh9tg",2.46,"Trainer Gallery Rare Holo","AKIRA EGAWA"
"swsh9tg-TG06","Dusknoir","swsh9tg",0.93,"Trainer Gallery Rare Holo","Megumi Higuchi"
"swsh9tg-TG07","Dedenne","swsh9tg",1.2,"Trainer Gallery Rare Holo","kurumitsu"
"swsh9tg-TG08","Alcremie","swsh9tg",0.85,"Trainer Gallery Rare Holo","OKACHEKE"
"swsh9tg-TG09","Ariados","swsh9tg",0.92,"Trainer Gallery Rare Holo","Shiburingaru"
"swsh9tg-TG10","Houndoom","swsh9tg",1.01,"Trainer Gallery Rare Holo","NC Empire"
"swsh9tg-TG11","Eevee","swsh9tg",2.53,"Trainer Gallery Rare Holo","Souichirou Gunjima"
"swsh9tg-TG12","Oranguru","swsh9tg",0.9,"Trainer Gallery Rare Holo","Akira Komayama"
"swsh9tg-TG13","Boltund V","swsh9tg",6.63,"Rare Holo V","GIDORA"
"swsh9tg-TG14","Sylveon V","swsh9tg",18.51,"Rare Holo V","Megumi Mizutani"
"swsh9tg-TG15","Sylveon VMAX","swsh9tg",19.42,"Rare Holo VMAX","sui"
"swsh9tg-TG16","Mimikyu V","swsh9tg",13.72,"Rare Holo V","saino misaki"
"swsh9tg-TG17","Mimikyu VMAX","swsh9tg",13.06,"Rare Holo VMAX","Naoki Saito"
"swsh9tg-TG18","Single Strike Urshifu V","swsh9tg",3.73,"Rare Holo V","Yuu Nishida"
"swsh9tg-TG19","Single Strike Urshifu VMAX","swsh9tg",6.26,"Rare Holo VMAX","kodama"
"swsh9tg-TG20","Rapid Strike Urshifu V","swsh9tg",4.44,"Rare Holo V","takuyoa"
"swsh9tg-TG21","Rapid Strike Urshifu VMAX","swsh9tg",6.73,"Rare Holo VMAX","Scav"
"swsh9tg-TG22","Umbreon V","swsh9tg",22.05,"Rare Holo V","Ligton"
"swsh9tg-TG23","Umbreon VMAX","swsh9tg",33.93,"Rare Holo VMAX","kawayoo"
"swsh9tg-TG29","Single Strike Urshifu VMAX","swsh9tg",2.86,"Rare Secret","PLANETA Tsuji"
"swsh9tg-TG30","Rapid Strike Urshifu VMAX","swsh9tg",2.67,"Rare Secret","PLANETA Tsuji"
"swshp-SWSH001","Grookey","swshp",3.93,"Promo","kirisAki"
"swshp-SWSH002","Scorbunny","swshp",2.79,"Promo","Hitoshi Ariga"
"swshp-SWSH003","Sobble","swshp",2.8,"Promo","Mizue"
"swshp-SWSH004","Meowth V","swshp",1.78,"Promo","aky CG Works"
"swshp-SWSH005","Meowth VMAX","swshp",3.04,"Promo","aky CG Works"
"swshp-SWSH006","Rillaboom","swshp",22.38,"Promo","Kouki Saitou"
"swshp-SWSH007","Frosmoth","swshp",11.84,"Promo","kirisAki"
"swshp-SWSH008","Galarian Perrserker","swshp",9.51,"Promo","Akira Komayama"
"swshp-SWSH009","Cinccino","swshp",12.39,"Promo","Shibuzoh."
"swshp-SWSH010","Gossifleur","swshp",2.48,"Promo","Naoki Saito"
"swshp-SWSH011","Wooloo","swshp",2.58,"Promo","Hitoshi Ariga"
"swshp-SWSH012","Morpeko","swshp",1.22,"Promo","Kagemaru Himeno"
"swshp-SWSH013","Galarian Ponyta","swshp",1.43,"Promo","kirisAki"
"swshp-SWSH014","Rillaboom V","swshp",1.59,"Promo","5ban Graphics"
"swshp-SWSH015","Cinderace V","swshp",1.04,"Promo","5ban Graphics"
"swshp-SWSH016","Inteleon V","swshp",1.15,"Promo","5ban Graphics"
"swshp-SWSH017","Toxtricity V","swshp",1,"Promo","5ban Graphics"
"swshp-SWSH018","Zacian V","swshp",1.21,"Promo","5ban Graphics"
"swshp-SWSH019","Zamazenta V","swshp",1.17,"Promo","aky CG Works"
"swshp-SWSH020","Pikachu","swshp",26.51,"Promo","Hideki Ishikawa"
"swshp-SWSH021","Polteageist V","swshp",2.25,"Promo","PLANETA Igarashi"
"swshp-SWSH022","Flapple","swshp",16.4,"Promo","Hitoshi Ariga"
"swshp-SWSH023","Luxray","swshp",24.04,"Promo","Megumi Higuchi"
"swshp-SWSH024","Coalossal","swshp",19.25,"Promo","Kouki Saitou"
"swshp-SWSH025","Garbodor","swshp",17.3,"Promo","tetsuya koizumi"
"swshp-SWSH026","Mantine","swshp",1.54,"Promo","0313"
"swshp-SWSH027","Noctowl","swshp",0.75,"Promo","Misa Tsutsui"
"swshp-SWSH028","Duraludon","swshp",0.68,"Promo","Ryuta Fuse"
"swshp-SWSH029","Rayquaza","swshp",3.42,"Promo","so-taro"
"swshp-SWSH030","Copperajah V","swshp",1.34,"Promo","5ban Graphics"
"swshp-SWSH031","Morpeko","swshp",1.12,"Promo","Hitoshi Ariga"
"swshp-SWSH032","Snorlax","swshp",6.89,"Promo","Tika Matsuno"
"swshp-SWSH033","Zacian","swshp",2.39,"Promo","Kouki Saitou"
"swshp-SWSH034","Zamazenta","swshp",2.55,"Promo","Kouki Saitou"
"swshp-SWSH035","Decidueye","swshp",11.19,"Promo","Souichirou Gunjima"
"swshp-SWSH036","Arctozolt","swshp",15.47,"Promo","Hasuno"
"swshp-SWSH037","Hydreigon","swshp",35,"Promo","Taira Akitsu"
"swshp-SWSH038","Kangaskhan","swshp",14.74,"Promo","HYOGONOSUKE"
"swshp-SWSH039","Pikachu","swshp",2.39,"Promo","Hitoshi Ariga"
"swshp-SWSH040","Hatenna","swshp",2.57,"Promo","Misa Tsutsui"
"swshp-SWSH041","Flareon","swshp",5.68,"Promo","You Iribi"
"swshp-SWSH042","Eevee","swshp",5.61,"Promo","You Iribi"
"swshp-SWSH043","Galarian Sirfetch'd V","swshp",1.11,"Promo","PLANETA Tsuji"
"swshp-SWSH044","Eternatus V","swshp",3.84,"Promo","5ban Graphics"
"swshp-SWSH045","Eternatus VMAX","swshp",5.06,"Promo","5ban Graphics"
"swshp-SWSH046","Eldegoss","swshp",0.69,"Promo","Mina Nakai"
"swshp-SWSH047","Drednaw","swshp",0.5,"Promo","Anesaki Dynamic"
"swshp-SWSH048","Centiskorch","swshp",0.45,"Promo","nagimiso"
"swshp-SWSH049","Dubwool V","swshp",1.58,"Promo","5ban Graphics"
"swshp-SWSH050","Charizard V","swshp",5.89,"Promo","5ban Graphics"
"swshp-SWSH051","Lapras","swshp",0.99,"Promo","Megumi Higuchi"
"swshp-SWSH052","Gengar","swshp",4.63,"Promo","Shibuzoh."
"swshp-SWSH053","Machamp","swshp",0.99,"Promo","SATOSHI NAKAI"
"swshp-SWSH054","Coalossal","swshp",0.85,"Promo","Shigenori Negishi"
"swshp-SWSH055","Hatterene V","swshp",1.34,"Promo","PLANETA Igarashi"
"swshp-SWSH056","Morpeko V","swshp",1.13,"Promo","5ban Graphics"
"swshp-SWSH057","Grimmsnarl V","swshp",0.91,"Promo","5ban Graphics"
"swshp-SWSH058","Alcremie","swshp",0.91,"Promo","sui"
"swshp-SWSH059","Galarian Obstagoon","swshp",0.68,"Promo","Hasuno"
"swshp-SWSH060","Duraludon","swshp",0.99,"Promo","Kazuma Koda"
"swshp-SWSH061","Pikachu V","swshp",0.83,"Promo","PLANETA Tsuji"
"swshp-SWSH062","Pikachu VMAX","swshp",5.98,"Promo","PLANETA Mochizuki"
